"filename", "language", "Python", "CSS", "XML", "HTML", "JavaScript", "pip requirements", "Markdown", "JSON", "comment", "blank", "total"
"c:\Users\support.user2\django_project_form\static\rts_forms\main.css", "CSS", 0, 9465, 0, 0, 0, 0, 0, 0, 47, 1757, 11269
"c:\Users\support.user2\django_project_form\static\waste_management\bootstrap.min.css", "CSS", 0, 1, 0, 0, 0, 0, 0, 0, 6, 0, 7
"c:\Users\support.user2\django_project_form\static\waste_management\grid2.css", "CSS", 0, 47, 0, 0, 0, 0, 0, 0, 1, 10, 58
"c:\Users\support.user2\django_project_form\users\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\support.user2\django_project_form\users\admin.py", "Python", 3, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5
"c:\Users\support.user2\django_project_form\users\apps.py", "Python", 5, 0, 0, 0, 0, 0, 0, 0, 0, 4, 9
"c:\Users\support.user2\django_project_form\users\forms.py", "Python", 18, 0, 0, 0, 0, 0, 0, 0, 0, 8, 26
"c:\Users\support.user2\django_project_form\users\migrations\0001_initial.py", "Python", 18, 0, 0, 0, 0, 0, 0, 0, 1, 7, 26
"c:\Users\support.user2\django_project_form\users\migrations\0002_auto_20220119_1516.py", "Python", 17, 0, 0, 0, 0, 0, 0, 0, 1, 6, 24
"c:\Users\support.user2\django_project_form\users\migrations\0003_profile_department.py", "Python", 12, 0, 0, 0, 0, 0, 0, 0, 1, 6, 19
"c:\Users\support.user2\django_project_form\users\migrations\0004_auto_20220120_1438.py", "Python", 12, 0, 0, 0, 0, 0, 0, 0, 1, 6, 19
"c:\Users\support.user2\django_project_form\users\migrations\0005_auto_20220120_1439.py", "Python", 12, 0, 0, 0, 0, 0, 0, 0, 1, 6, 19
"c:\Users\support.user2\django_project_form\users\migrations\0006_profile_email.py", "Python", 12, 0, 0, 0, 0, 0, 0, 0, 1, 6, 19
"c:\Users\support.user2\django_project_form\users\migrations\0007_auto_20220125_1324.py", "Python", 12, 0, 0, 0, 0, 0, 0, 0, 1, 6, 19
"c:\Users\support.user2\django_project_form\users\migrations\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\support.user2\django_project_form\users\models.py", "Python", 20, 0, 0, 0, 0, 0, 0, 0, 2, 6, 28
"c:\Users\support.user2\django_project_form\users\signals.py", "Python", 11, 0, 0, 0, 0, 0, 0, 0, 1, 3, 15
"c:\Users\support.user2\django_project_form\users\templates\users\login.html", "HTML", 0, 0, 0, 24, 0, 0, 0, 0, 3, 5, 32
"c:\Users\support.user2\django_project_form\users\templates\users\logout.html", "HTML", 0, 0, 0, 9, 0, 0, 0, 0, 0, 2, 11
"c:\Users\support.user2\django_project_form\users\templates\users\password_reset.html", "HTML", 0, 0, 0, 16, 0, 0, 0, 0, 0, 5, 21
"c:\Users\support.user2\django_project_form\users\templates\users\password_reset_complete.html", "HTML", 0, 0, 0, 7, 0, 0, 0, 0, 0, 3, 10
"c:\Users\support.user2\django_project_form\users\templates\users\password_reset_confirm.html", "HTML", 0, 0, 0, 16, 0, 0, 0, 0, 0, 5, 21
"c:\Users\support.user2\django_project_form\users\templates\users\password_reset_done.html", "HTML", 0, 0, 0, 6, 0, 0, 0, 0, 0, 3, 9
"c:\Users\support.user2\django_project_form\users\templates\users\profile.html", "HTML", 0, 0, 0, 24, 0, 0, 0, 0, 0, 6, 30
"c:\Users\support.user2\django_project_form\users\templates\users\register.html", "HTML", 0, 0, 0, 21, 0, 0, 0, 0, 0, 5, 26
"c:\Users\support.user2\django_project_form\users\tests.py", "Python", 1, 0, 0, 0, 0, 0, 0, 0, 1, 2, 4
"c:\Users\support.user2\django_project_form\users\views.py", "Python", 46, 0, 0, 0, 0, 0, 0, 0, 2, 12, 60
"c:\Users\support.user2\django_project_form\waste_management\Templates\waste_management\approve_goodsissuenote.html", "HTML", 0, 0, 0, 257, 0, 0, 0, 0, 0, 23, 280
"c:\Users\support.user2\django_project_form\waste_management\Templates\waste_management\approve_hod_gin.html", "HTML", 0, 0, 0, 257, 0, 0, 0, 0, 0, 21, 278
"c:\Users\support.user2\django_project_form\waste_management\Templates\waste_management\approve_hod_gin_internal.html", "HTML", 0, 0, 0, 235, 0, 0, 0, 0, 22, 21, 278
"c:\Users\support.user2\django_project_form\waste_management\Templates\waste_management\approve_kgrn_hod.html", "HTML", 0, 0, 0, 183, 0, 0, 0, 0, 0, 17, 200
"c:\Users\support.user2\django_project_form\waste_management\Templates\waste_management\approve_kgrn_purchase.html", "HTML", 0, 0, 0, 183, 0, 0, 0, 0, 0, 17, 200
"c:\Users\support.user2\django_project_form\waste_management\Templates\waste_management\base.html", "HTML", 0, 0, 0, 85, 0, 0, 0, 0, 0, 4, 89
"c:\Users\support.user2\django_project_form\waste_management\Templates\waste_management\checklists.html", "HTML", 0, 0, 0, 115, 0, 0, 0, 0, 0, 19, 134
"c:\Users\support.user2\django_project_form\waste_management\Templates\waste_management\dept_receivegoodsissuenote.html", "HTML", 0, 0, 0, 206, 0, 0, 0, 0, 0, 22, 228
"c:\Users\support.user2\django_project_form\waste_management\Templates\waste_management\dnote_update.html", "HTML", 0, 0, 0, 213, 0, 0, 0, 0, 0, 24, 237
"c:\Users\support.user2\django_project_form\waste_management\Templates\waste_management\dnote_update1.html", "HTML", 0, 0, 0, 207, 0, 0, 0, 0, 0, 22, 229
"c:\Users\support.user2\django_project_form\waste_management\Templates\waste_management\generate_E_gin_pdf.html", "HTML", 0, 0, 0, 312, 0, 0, 0, 0, 1, 14, 327
"c:\Users\support.user2\django_project_form\waste_management\Templates\waste_management\generate_I_gin_pdf.html", "HTML", 0, 0, 0, 189, 0, 0, 0, 0, 3, 17, 209
"c:\Users\support.user2\django_project_form\waste_management\Templates\waste_management\generate_pdf.html", "HTML", 0, 0, 0, 186, 0, 0, 0, 0, 25, 14, 225
"c:\Users\support.user2\django_project_form\waste_management\Templates\waste_management\generatechecklist_pdf.html", "HTML", 0, 0, 0, 157, 0, 0, 0, 0, 4, 13, 174
"c:\Users\support.user2\django_project_form\waste_management\Templates\waste_management\generatekgrn_pdf.html", "HTML", 0, 0, 0, 157, 0, 0, 0, 0, 4, 13, 174
"c:\Users\support.user2\django_project_form\waste_management\Templates\waste_management\gins.html", "HTML", 0, 0, 0, 129, 0, 0, 0, 0, 0, 20, 149
"c:\Users\support.user2\django_project_form\waste_management\Templates\waste_management\kgrns.html", "HTML", 0, 0, 0, 102, 0, 0, 0, 0, 0, 13, 115
"c:\Users\support.user2\django_project_form\waste_management\Templates\waste_management\raise_goodsissuenote.html", "HTML", 0, 0, 0, 165, 0, 0, 0, 0, 72, 16, 253
"c:\Users\support.user2\django_project_form\waste_management\Templates\waste_management\raise_kgrn.html", "HTML", 0, 0, 0, 111, 0, 0, 0, 0, 0, 23, 134
"c:\Users\support.user2\django_project_form\waste_management\Templates\waste_management\sales_receivegoodsissuenote.html", "HTML", 0, 0, 0, 297, 0, 0, 0, 0, 28, 27, 352
"c:\Users\support.user2\django_project_form\waste_management\Templates\waste_management\waste_dnote.html", "HTML", 0, 0, 0, 151, 0, 0, 0, 0, 1, 17, 169
"c:\Users\support.user2\django_project_form\waste_management\Templates\waste_management\waste_dnotes_list.html", "HTML", 0, 0, 0, 145, 0, 0, 0, 0, 0, 23, 168
"c:\Users\support.user2\django_project_form\waste_management\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\support.user2\django_project_form\waste_management\admin.py", "Python", 8, 0, 0, 0, 0, 0, 0, 0, 1, 1, 10
"c:\Users\support.user2\django_project_form\waste_management\apps.py", "Python", 3, 0, 0, 0, 0, 0, 0, 0, 0, 3, 6
"c:\Users\support.user2\django_project_form\waste_management\forms.py", "Python", 24, 0, 0, 0, 0, 0, 0, 0, 0, 5, 29
"c:\Users\support.user2\django_project_form\waste_management\migrations\0001_initial.py", "Python", 23, 0, 0, 0, 0, 0, 0, 0, 1, 7, 31
"c:\Users\support.user2\django_project_form\waste_management\migrations\0002_auto_20220511_1210.py", "Python", 67, 0, 0, 0, 0, 0, 0, 0, 1, 6, 74
"c:\Users\support.user2\django_project_form\waste_management\migrations\0003_auto_20220512_0857.py", "Python", 39, 0, 0, 0, 0, 0, 0, 0, 1, 6, 46
"c:\Users\support.user2\django_project_form\waste_management\migrations\0004_waste_delivery_note_hod_comment.py", "Python", 12, 0, 0, 0, 0, 0, 0, 0, 1, 6, 19
"c:\Users\support.user2\django_project_form\waste_management\migrations\0005_auto_20220517_1509.py", "Python", 59, 0, 0, 0, 0, 0, 0, 0, 1, 6, 66
"c:\Users\support.user2\django_project_form\waste_management\migrations\0006_auto_20220517_1535.py", "Python", 19, 0, 0, 0, 0, 0, 0, 0, 1, 6, 26
"c:\Users\support.user2\django_project_form\waste_management\migrations\0007_auto_20220518_1431.py", "Python", 25, 0, 0, 0, 0, 0, 0, 0, 1, 6, 32
"c:\Users\support.user2\django_project_form\waste_management\migrations\0008_auto_20220518_1446.py", "Python", 17, 0, 0, 0, 0, 0, 0, 0, 1, 6, 24
"c:\Users\support.user2\django_project_form\waste_management\migrations\0009_auto_20220518_1447.py", "Python", 12, 0, 0, 0, 0, 0, 0, 0, 1, 6, 19
"c:\Users\support.user2\django_project_form\waste_management\migrations\0010_waste_delivery_note_form_status.py", "Python", 12, 0, 0, 0, 0, 0, 0, 0, 1, 6, 19
"c:\Users\support.user2\django_project_form\waste_management\migrations\0011_auto_20220602_1022.py", "Python", 16, 0, 0, 0, 0, 0, 0, 0, 1, 6, 23
"c:\Users\support.user2\django_project_form\waste_management\migrations\0012_checklist.py", "Python", 22, 0, 0, 0, 0, 0, 0, 0, 1, 6, 29
"c:\Users\support.user2\django_project_form\waste_management\migrations\0013_checklist_form_serials.py", "Python", 12, 0, 0, 0, 0, 0, 0, 0, 1, 6, 19
"c:\Users\support.user2\django_project_form\waste_management\migrations\0014_auto_20220708_1222.py", "Python", 12, 0, 0, 0, 0, 0, 0, 0, 1, 6, 19
"c:\Users\support.user2\django_project_form\waste_management\migrations\0015_auto_20220708_1223.py", "Python", 12, 0, 0, 0, 0, 0, 0, 0, 1, 6, 19
"c:\Users\support.user2\django_project_form\waste_management\migrations\0016_auto_20220725_1455.py", "Python", 14, 0, 0, 0, 0, 0, 0, 0, 1, 6, 21
"c:\Users\support.user2\django_project_form\waste_management\migrations\0017_checklist_form_status.py", "Python", 12, 0, 0, 0, 0, 0, 0, 0, 1, 6, 19
"c:\Users\support.user2\django_project_form\waste_management\migrations\0018_auto_20220725_1541.py", "Python", 12, 0, 0, 0, 0, 0, 0, 0, 1, 6, 19
"c:\Users\support.user2\django_project_form\waste_management\migrations\0019_kgrn.py", "Python", 24, 0, 0, 0, 0, 0, 0, 0, 1, 6, 31
"c:\Users\support.user2\django_project_form\waste_management\migrations\0020_goods_issue_note.py", "Python", 42, 0, 0, 0, 0, 0, 0, 0, 1, 6, 49
"c:\Users\support.user2\django_project_form\waste_management\migrations\0021_goods_issue_note_isinternal.py", "Python", 12, 0, 0, 0, 0, 0, 0, 0, 1, 6, 19
"c:\Users\support.user2\django_project_form\waste_management\migrations\0022_auto_20220818_1538.py", "Python", 22, 0, 0, 0, 0, 0, 0, 0, 1, 6, 29
"c:\Users\support.user2\django_project_form\waste_management\migrations\0023_goods_issue_note_fm_comment.py", "Python", 12, 0, 0, 0, 0, 0, 0, 0, 1, 6, 19
"c:\Users\support.user2\django_project_form\waste_management\migrations\0024_goods_issue_note_dept_comment.py", "Python", 12, 0, 0, 0, 0, 0, 0, 0, 1, 6, 19
"c:\Users\support.user2\django_project_form\waste_management\migrations\0025_goods_issue_note_approved_by.py", "Python", 15, 0, 0, 0, 0, 0, 0, 0, 1, 6, 22
"c:\Users\support.user2\django_project_form\waste_management\migrations\0026_auto_20220824_1506.py", "Python", 47, 0, 0, 0, 0, 0, 0, 0, 1, 6, 54
"c:\Users\support.user2\django_project_form\waste_management\migrations\0027_auto_20220831_1340.py", "Python", 47, 0, 0, 0, 0, 0, 0, 0, 1, 6, 54
"c:\Users\support.user2\django_project_form\waste_management\migrations\0028_material_uom.py", "Python", 12, 0, 0, 0, 0, 0, 0, 0, 1, 6, 19
"c:\Users\support.user2\django_project_form\waste_management\migrations\0029_material_price.py", "Python", 12, 0, 0, 0, 0, 0, 0, 0, 1, 6, 19
"c:\Users\support.user2\django_project_form\waste_management\migrations\0030_goods_issue_note_my_total.py", "Python", 13, 0, 0, 0, 0, 0, 0, 0, 1, 6, 20
"c:\Users\support.user2\django_project_form\waste_management\migrations\0031_alter_goods_issue_note_my_total.py", "Python", 13, 0, 0, 0, 0, 0, 0, 0, 1, 6, 20
"c:\Users\support.user2\django_project_form\waste_management\migrations\0032_alter_goods_issue_note_item_qty2_sale.py", "Python", 12, 0, 0, 0, 0, 0, 0, 0, 1, 6, 19
"c:\Users\support.user2\django_project_form\waste_management\migrations\0033_alter_goods_issue_note_item_qty2_sale.py", "Python", 12, 0, 0, 0, 0, 0, 0, 0, 1, 6, 19
"c:\Users\support.user2\django_project_form\waste_management\migrations\0034_alter_goods_issue_note_item_qty2_sale.py", "Python", 12, 0, 0, 0, 0, 0, 0, 0, 1, 6, 19
"c:\Users\support.user2\django_project_form\waste_management\migrations\0035_auto_20220916_2209.py", "Python", 47, 0, 0, 0, 0, 0, 0, 0, 1, 6, 54
"c:\Users\support.user2\django_project_form\waste_management\migrations\0036_alter_goods_issue_note_my_total.py", "Python", 13, 0, 0, 0, 0, 0, 0, 0, 1, 6, 20
"c:\Users\support.user2\django_project_form\waste_management\migrations\0037_rename_goods_issue_note_goods_issue_note1.py", "Python", 13, 0, 0, 0, 0, 0, 0, 0, 1, 6, 20
"c:\Users\support.user2\django_project_form\waste_management\migrations\0038_rename_goods_issue_note1_goods_issue_note.py", "Python", 13, 0, 0, 0, 0, 0, 0, 0, 1, 6, 20
"c:\Users\support.user2\django_project_form\waste_management\migrations\0039_auto_20220919_1423.py", "Python", 20, 0, 0, 0, 0, 0, 0, 0, 1, 6, 27
"c:\Users\support.user2\django_project_form\waste_management\migrations\0040_alter_goods_issue_note_id.py", "Python", 12, 0, 0, 0, 0, 0, 0, 0, 1, 6, 19
"c:\Users\support.user2\django_project_form\waste_management\migrations\0041_remove_goods_issue_note_my_total.py", "Python", 11, 0, 0, 0, 0, 0, 0, 0, 1, 6, 18
"c:\Users\support.user2\django_project_form\waste_management\migrations\0042_goods_issue_note_my_total.py", "Python", 19, 0, 0, 0, 0, 0, 0, 0, 1, 6, 26
"c:\Users\support.user2\django_project_form\waste_management\migrations\0043_alter_goods_issue_note_my_total.py", "Python", 14, 0, 0, 0, 0, 0, 0, 0, 1, 6, 21
"c:\Users\support.user2\django_project_form\waste_management\migrations\0044_alter_goods_issue_note_item_qty1_and_more.py", "Python", 163, 0, 0, 0, 0, 0, 0, 0, 1, 6, 170
"c:\Users\support.user2\django_project_form\waste_management\migrations\0045_alter_goods_issue_note_my_total.py", "Python", 18, 0, 0, 0, 0, 0, 0, 0, 1, 6, 25
"c:\Users\support.user2\django_project_form\waste_management\migrations\0046_auto_20220920_1023.py", "Python", 92, 0, 0, 0, 0, 0, 0, 0, 1, 6, 99
"c:\Users\support.user2\django_project_form\waste_management\migrations\0047_auto_20220920_1331.py", "Python", 20, 0, 0, 0, 0, 0, 0, 0, 1, 6, 27
"c:\Users\support.user2\django_project_form\waste_management\migrations\0048_goods_issue_note_gross_total.py", "Python", 12, 0, 0, 0, 0, 0, 0, 0, 1, 6, 19
"c:\Users\support.user2\django_project_form\waste_management\migrations\0049_auto_20220921_1223.py", "Python", 20, 0, 0, 0, 0, 0, 0, 0, 1, 6, 27
"c:\Users\support.user2\django_project_form\waste_management\migrations\0050_auto_20220921_1343.py", "Python", 17, 0, 0, 0, 0, 0, 0, 0, 1, 6, 24
"c:\Users\support.user2\django_project_form\waste_management\migrations\0051_auto_20220923_1021.py", "Python", 47, 0, 0, 0, 0, 0, 0, 0, 1, 6, 54
"c:\Users\support.user2\django_project_form\waste_management\migrations\0052_auto_20220923_1210.py", "Python", 87, 0, 0, 0, 0, 0, 0, 0, 1, 6, 94
"c:\Users\support.user2\django_project_form\waste_management\migrations\0053_goods_issue_note_total_weight_wh.py", "Python", 12, 0, 0, 0, 0, 0, 0, 0, 1, 6, 19
"c:\Users\support.user2\django_project_form\waste_management\migrations\0054_goods_issue_note_total_weight_wb.py", "Python", 12, 0, 0, 0, 0, 0, 0, 0, 1, 6, 19
"c:\Users\support.user2\django_project_form\waste_management\migrations\0055_auto_20220924_0818.py", "Python", 20, 0, 0, 0, 0, 0, 0, 0, 1, 6, 27
"c:\Users\support.user2\django_project_form\waste_management\migrations\0056_kgrn_department.py", "Python", 12, 0, 0, 0, 0, 0, 0, 0, 1, 6, 19
"c:\Users\support.user2\django_project_form\waste_management\migrations\0057_kgrn_purchase_comment.py", "Python", 12, 0, 0, 0, 0, 0, 0, 0, 1, 6, 19
"c:\Users\support.user2\django_project_form\waste_management\migrations\0058_auto_20220930_1042.py", "Python", 21, 0, 0, 0, 0, 0, 0, 0, 1, 6, 28
"c:\Users\support.user2\django_project_form\waste_management\migrations\0059_kgrn_item.py", "Python", 48, 0, 0, 0, 0, 0, 0, 0, 1, 6, 55
"c:\Users\support.user2\django_project_form\waste_management\migrations\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\support.user2\django_project_form\waste_management\models.py", "Python", 163, 0, 0, 0, 0, 0, 0, 0, 66, 25, 254
"c:\Users\support.user2\django_project_form\waste_management\static\waste_management\bootstrap.min.css", "CSS", 0, 1, 0, 0, 0, 0, 0, 0, 6, 0, 7
"c:\Users\support.user2\django_project_form\waste_management\static\waste_management\grid2.css", "CSS", 0, 47, 0, 0, 0, 0, 0, 0, 1, 10, 58
"c:\Users\support.user2\django_project_form\waste_management\tests.py", "Python", 1, 0, 0, 0, 0, 0, 0, 0, 1, 2, 4
"c:\Users\support.user2\django_project_form\waste_management\urls.py", "Python", 29, 0, 0, 0, 0, 0, 0, 0, 0, 1, 30
"c:\Users\support.user2\django_project_form\waste_management\views.py", "Python", 852, 0, 0, 0, 0, 0, 0, 0, 61, 212, 1125
"Total", "-", 3516, 22975, 126, 5442, 17211, 330, 102, 1, 4620, 9937, 64260
